messages,target,label
"

*nnnnnnnng* Thank you for playing, I cannot agree with this.  I believed
this and to put it nicely, it was a piece of junk!

I loved this car, I babied it, I pampered it, and after 2 years, it just
couldn't stay together, I would say that not everyone will have the
problems that I had, but know this, it's not just the car, it is the
ability to get the car fixed, which will NOT happen at any
chrysler/dodge/take your pick dealer.  I don't care if there are going to
reform their dealers/service with the intro of the LH cars, I will believe
it when I see it.  Case and point, the local dodge dealer.  You drive up,
just looking, you don't even get out of your door, when about 10 (yes 10)
salesman all eye you like their next meal, and literally pounce on you,
and try to get you to make a deal, on everything your eye wanders towards.
Service is about 2 times worse than that.  I had an alignment problem, but
they tried to tell me that the K frame was bent, and about 2000 dollars of
work/parts to fix it.  Let me tell you the problems I had, and I took care
of this car, I put alot of miles on it in the first couple years, but took
it to every checkup it needed, and many that shouldn't have been.

1988 Dodge Shadow ES

These were replaced within the 4 years that I owned the car.

Engine 
4 Alternators
Rear Suspension Torsion Bar
2 Water pumps
5 thermostats
Hall effect sensor
Main computer
4 Batteries

These were rebuilt/repaired

Radiator
Automatic Transmission
Power Steering


Those are just the things I can remember off the top of my head.  For
about a year before I sold the car, I said to myself, it's a good car, I
just can't find anybody competent enough the fix it.  In the end, before I
traded it in for a Saturn, the power steering started acting up again.  I
just stopped putting money into it.  I must have put at least $5000-$7000
worth of repairs over it's lifetime.  I am sorry but Lee Iacocca can bite
me.  Bullshit, whoever backs em best, is just afraid the stupid things are
going to fall apart, and no one will buy them without assurance, why the
hell do you think that LH has been nicknamed Last Hope.

You can do better, and I know people will disagree with me here, but
Japanese, like Honda, or Toyota, or the only american car company that I
feel is a quality product, Saturn.  I will not touch another chrysler
product again, no way.  I don't care how good the LH cars look good, and I
will admit they look promising, but not with the support that you get.  GM
isn't much better, thank god, they don't control Saturn, like they do
their divisions, or it would be just another marketing ploy.  

Don't get me wrong, i will be watching my car (which I do like) like a
hawk for the next 4 years.  I am much more hesitant to say it (or any) car
is really good, until it has proved itself to me.

But since someone else pointed out C&D as a source.  I will note, because
I used to read these magazines, that Car and Driver has never had a good
thing to say about most Chrysler products (Shadow for one), always were
they moaning about the reguritated K-car, and engine.  Whereas Motor Trend
always thought they were great cars.  No car magazine is really objective.

And although there are alot of people who don't like Consumers Reports, I
will use them to reinforce my argument (I already know about the big stink
with the Saturn crash tests, time will tell how good a car they are), the
shadow/sundance rate much worse than average, in fact none of the
chrysler's rate a better than average, I think the best one is just
average.  Excluding the diamond star/mitsubishi stuff and the LH's.  You
can find bad stuff about the Shadow.  Try as I might, when I researched
the Saturn, I could not find anything bad about it.  There is a great deal
of information about this company, just because it is a new american
company and it has created quite a stir in the automotive community, for
good reason.  Much more than the introduction of any new model lines of
any established company.  I read an article, which had a sub-column, an I
think this imprinted on me more than anything else.  Some big wig in
Toyota said and I quote, ""We are watching them very closely.""  Come on,
everybody grow up, the foreign cars, especially the japanese have been
kicking our butts, for good reason, the american car companies could not make
a good product or support the customer the way they want these days, to
set in their ways, which is one of the reasons Saturn was created.  They
are still struggling because they haven't learned yet.  They have the
ability, the workers are not inferior, the technology is not out of date,
but their attitude is, and they are just finding this out.  It's called
competition gentleman/women if you don't satisfy the demand of the
consumer, well your out..  

*asbestos suit on*",7,rec.motorcycles
"#> I heard the diesels are considered cleaner-burning than
#> gas engines because the emit less of: Carbon Monoxide,
#> Hydrocarbons, and Oxides of Nitrogen.  (CO, HC, NOX).
#> 
#> But they can put out a lot of particulate matter.  I heard
#> something about legislation being discussed to ""clean up
#> diesel emissions"".  Is there anything in the works to
#> install ""scrubbers"" for diesels?  How about the feasibility
#> of installing them on trucks and cars?  Would it be any
#> different than a catylitic converter?  I'd assume easier,
#> since we're removing particulate matter instead of converting
#> gasses.  Let's hear people's opinions...
#> 
# 
#VW and Mercedes have tinkered with particulate traps.  Also, VW
#uses a kind of turbocharger on their Jetta ECOdiesel that helps
#reduce particulates as well, although I don't know the
#mechanics of it.
# 
#Many diesel cars,busses, and trucks in Europe are now being
#equipped with catalysts and traps in an effort to clean up
#diesel emissions, already well below legal limits anyway.
# 
#It's a shame GM had to soil the diesel's reputation in
#passenger cars and prevent further resource devotion to
#research into making this outstandingly efficient engine even
#further ahead of gas engines in emissions.
# 
#erik

   I sure don't know what and how they measure in regards to diesel 
 motors in cars, trucks, and busses, but I think they are probably
 measuring the wrong pollutants, or at the wrong time, or both.

   I certainly find it offensive to drive behind a diesel bus or
 diesel truck and some diesel cars.  They stink!  And it's always
 roll-up-the-windows panic time when one comes by or ducks in front
 of me when I am driving with my family.

   I don't think the combustion mixture is kept under very good
 control in diesel engines, and that's why they stink.  So the 
 invisible, unsmellable pollutants are reduced in diesels.  Yeah,
 well so what!?  Someone forgot about the visible, stinky kind, and,
 as far as I am concerned, those kind are just as bad.

    I am all for de-stinking the diesel vehicles.  It'll keep the
 traffic signs cleaner, too.

 Fred W. Bach ,    Operations Group        |  Internet: music@erich.triumf.ca
 TRIUMF (TRI-University Meson Facility)    |  Voice:  604-222-1047 loc 327/278
 4004 WESBROOK MALL, UBC CAMPUS            |  FAX:    604-222-1074
 University of British Columbia, Vancouver, B.C., CANADA   V6T 2A3",7,rec.motorcycles
": While not exactly a service incident, I had a similar experience recently  
: when I bought a new truck.
: I had picked out the vehicle I wanted and after a little haggling we  
: agreed on a price. I wrote them a check for the down payment plus tax
: and license and told them I'd be back that evening to pick up the truck.  
: When I returned, I had to wait about an hour before the finance guy could  
: get to me. When I finally got in there, everything went smoothly until he  
: started adding up the numbers. He then discovered that they had  
: miscalculated the tax & license by about $150. He then said he needed  
: another $150 from me. I said we had already agreed on a price and it was  
: their problem, I wasn't giving them any more money. The finance guy then  

A similar thing happend to me a year ago.  I bought a used Ford Bronco
(which has since been stolen...  :(  )  and few weeks after I paid
and took delivery, they sent a letter telling me they goofed and 
miscalculated the license renewal by $300 and that I need to send
in a check to ""avoid further delay"" in the processing of my registration.
The thing is, I had already received the pink slip from the DMV, so
I ignored it.  I received another letter and then the phone calls
started coming.  First from the finance guy and then from the general
manager, both hounding me for the extra money.  They left me alone
once I told them I already had the paperwork and pointed out the clause
in the contract that stated that the final price was just that: FINAL.
Afterall, they wouldn't budge if I had told them I wanted another
$300 off after the deal had been signed, right?  I told them not 
to call again and that I would not do business with them in the future.
They didn't seem to have a problem with that.  This, after all, was a
used Ford at a Toyota dealership.

I had a much better experience buying a new Pathfinder about a month
ago.  It certainly pays to buy a car on the last Sunday of the month.
It was even raining too, so they had done very little business that 
weekend and were really willing to deal.  I kept telling them I would
think about it, and they kept dropping the price.  Got a very good
deal and so far have been very please with the service.",7,rec.motorcycles
,7,rec.motorcycles
"My BBB Autoline arbitration experience is over.  
The outcome was decidedly mixed.  I won the battle but 
lost the war.  The arbitrator found that the car was 
defective, but decided to offer a repurchase well below 
market value :(.  At the time of the hearing, average 
retail on my truck in the NADA book was $21,025, but 
the decision was for  $17,665.  I wrote a letter to the 
Council of Better Business Bureaus pointing out the 
fact that if you have an automobile that does not 
depreciate rapidly, the manufacturer has no incentive 
to deal with you.  There is no way that the 
manufacturer can loose because they can turn around and 
sell the vehicle at a profit if the consumer is awarded 
a repurchase.  The attitude of Chevrolet's 
representative at the hearing tends to support this 
point of view;  he was totally unprepared and did not 
seem to take the proceeding very seriously.

I decided to take the repurchase, even though I am 
getting totally screwed on the price.  I will not have 
to deal with continuing repairs or selling a lemon 
myself, and I have no case for a civil suit based on 
the Idaho lemon law.  I am planning to send a letter to 
my elected representatives telling them how utterly 
ridiculous the Idaho lemon law is.  The law allows for 
a ""use deduction"" equal to the IRS mileage allowance.  
As if Chevrolet were buying my gas and paying 
for my insurance.

Summary of the case:  In May 1992 I bought a new 3/4 ton
HD Chevrolet pickup.  Between May 1992 and December 1992 
this vehicle required repair after repair.  Systems 
that required attention included the transmission, 
heater fan, paint, suspension, and motor.  The main 
problem was the five speed manual transmission.  They 
could not install a non-defective transmission in at 
least four attempts.

So, in summary, it is possible to get a repurchase, but 
you are going to get screwed on the price, unless you 
paid too much in the first place, or if your car 
happens to be a model that depreciates rapidly.",7,rec.motorcycles
"



Yet another Jeep wannabe designed for yuppies who will never take it off road but want
to look ""outdoorsey"".",7,rec.motorcycles
"I need to bring on my VW Corrado for body work (I got hit). I was
wondering if anyone has heard of any of these South Bay body shops:

Akins Collision Center of Santa Clara - on Reed St
Auto West Collision - in San Jose
Los Gatos Acura
Royal Auto Body - in Sunnyvale

Thanks!",7,rec.motorcycles
"As a matter of interest does anyone know why autos are so popular in the US while 
here in Europe they are rare??? Just wondering.....",7,rec.motorcycles
"Left hand steering wheel placement was not standard until the 20's in the
US. Driving on the right has been standard since standards came into being.
Interestingly, Chrysler has just begun building right hand drive cars again
for export to Japan.
",7,rec.motorcycles
"

	The girl's OK, actually, and she recovered well enough to go home.  I
don't know if she has any permanent damage, though.  Just in case anybody was
concerned...


	If people start forcing others to take responsibility for their actions
things like this wouldn't happen.  Untill we stop blaming outside causes, and
start blaming the criminals, we will continue to let things like this happen.

",7,rec.motorcycles
,7,rec.motorcycles
"
You must be _incredibly_ bored.  Have you considered reading the phone book?
-- 
",7,rec.motorcycles
"
Before the S4 became the S4 it was called the 200 turbo quattro 20v.
This model did come in a wagon, a very quick wagon.  Very rare also.",7,rec.motorcycles
"A while back I asked for help in defending a traffic ticket I received.
 In short:
     The ticket was for not stopping at a stop sign. Given the conditions
   I could not stop in time and decided instead of sliding right through the
   intersection, I would complete my right-turn and avoid a possible accident.
   A police cruiser happened to be approaching the intersection from my left
   and gave me the ticket.
     The officer said ""The only reason that you even slowed down in the first
   place was that you saw me approaching, otherwise you would have bombed right
   through""


  I would like to thank all those who responded favorably to my request for
 help. To all of those who told me to bite the bullet and pay the fine:
 PHGHGHGHGH..

 The judge sided with me and decided that in this case ""Not stopping"" was the
 safest thing to do and found me NOT GUILTY.

  The officer's statement and my account of the conditions at the time (very
  slippery, backed by newpaper weather conditions) were the factors what made
  the judge decide on his verdict.


  Moral: If you have never been to court before and you think you have a case,
	 go for it. It is a very interesting process, and it is there for
	 your benefit. Exercise your rights.


 Trev",7,rec.motorcycles
"
The VW ""Thing"" Kubelwagen lookalike is still manufactured in Mexico and 
possibly South America.  Good luck importing one--  They probably don't meet 
US safety and pollution requirements.  There are mechanics and junkyards 
which specialize in VW; they might be helpful for finding a ""Thing"" unless 
the WWII re-enacters have grabbed them all.

The WWII Kubelwagen was the German equivalent of the Jeep, but was not 4-
wheel drive.  One is on display at the Patton Museum at Fort Knox, Kentucky, 
also the rare ""Schwimwagen"" (sp?) amphibious version, in full-scale dioramas.
Highly recommended!

--",7,rec.motorcycles
"Hello all,

I know that after market sunroofs may have left a bad taste in some of  
your mouths, but I am really interested in finding a ""good"" brand if one  
exists.  Please let me know if you have heard of any makers with a good
reputation (few failures, no leaks, that sort of thing) and whether or
not you have had first hand experience with that manufacturer.  Who is
generally regarded in the industry as the ""best"" (price no object) maker  
of power sunroofs?? 

--Steve
",7,rec.motorcycles
"



Ford aimed for 75% US content when they designed the new Probe. In actual
practice it came out to 77% US content. If my '89 is any example the 23%
that is imported may be the engine and brakes, at least the '89 had
Missybitchy brakes.
",7,rec.motorcycles
"Deloreans NEVER had a factory V8.  They were considering production
with a turbo (or twin turbo, I forget) version of the standard V6.  As
to who produced it, you got me!

Jonathan",7,rec.motorcycles
"
Don't worry about leaks.  Don't worry about which way to turn the damn thing.
Take a good claw hammer and pry it straight out.  Now, you'll notice, after
all the oil pours out, that there are no theads where there used to be.",7,rec.motorcycles
"A local dealer is advertising ""No negotiation necessary!""
Make you wonder...
",7,rec.motorcycles
"Does anyone know what kind of car Mad Max used in ""Road Warrior""?

They called it ""the last of the V-8 Interceptors...""

I couldnt tell what it was, it was so chopped up.",7,rec.motorcycles
"an excellent automatic can be found in the subaru legacy.  it switches to
""sport"" mode when the electronics figure it,  not when the driver sets
the switch.. which is the proper way to do it, IMO.  so what does ""sport""
mode entail?  several things:

1) revving to red line (or to the rev limiter in the case of the legacy)

2) delayed upshifts.  (i.e. if you lift off briefly, it will remain in the
	low gear.  this is handy if you are charging through corners and
	would like to do without the distraction of upshifts when there's
	another curve approaching)

3) part throttle downshifts, based on the *speed* at which the pedal is
	depressed, rather than the *position* of the pedal.  modern
	electronics can measure this very easily and switch to sport mode.
	this is wonderful if you want to charge through a green light about
	to turn red.  my audi senses this very well and can downshift on as
	little as half throttle if my right foot is fast enough.

also, i think that a smart automatic can deliver better gas mileage
than a dumb driver with a stick, all else being equal.. remember that
the idea of a stick being more economical than an automatic makes a
big assumption that the driver is smart enough to know what gear to
use for each situation.. how many times have you ridden with an
inattentive driver cruising on the highway at 55/65 in 4th gear (of a
5 speed)?  

how many % of people who drive manuals *really* know what the best
gear to use is for every conceivable situation?  i'm sure there will
be some who know, but i suspect that a chip controlled automatic with
all possible scenario/ratio combinations stored in ROM is likely to do
better.  i can also say that all my previous assumptions were proved
wrong after i got a car with instantaneous mpg readout... high gear,
low revs and wide open throttle is more economical than low gear, high
revs and small throttle opening.  the explanation is quite simple if
one sits down to think about it, but not that obvious at first sight.
",7,rec.motorcycles
"
think again!!  thanks to 60 minutes (tick tick tick), used 200
quattros are bargains.. '89s go for about $15K, '90s go for perhaps 1
or 2K more, the 20 valve 91's are quite a bit more because of an
enormous hp and torque gain.. i think they go for about $23 to $25K if
you can find one.  i have seen quite a lot of '89-'90 200 quattros (not
that many wagons though) at the dealer lot.. they use very high
quality paint and the entire car is zinc galvanized, so it will never
rust.

in short, typically a 4 yr old 200 looks no more older than a 1 year
old and the 5 bangers are bullet proof engines.  200K out of one is
not rare, even for a turbo, which is watercooled for the 200s.  then
there are aftermarket chips that you can buy to bump up turbo boost...

if you are into luxo-gizmos.. the cars are loaded with just about
everything too..

the price of parts is a different story though...
",7,rec.motorcycles
"



Sure, but the surface condition of most good autobahns is far better
than most of the roads here. A dip in the asphalt that you test your
shocks on at 60 will kill you at 130. Don't get me wrong, I love to
drive quickly and they say my Probe will do 130, but that's 30 more
than I've ever tried in it cause there isn't a decent enough piece
of road hereabouts.
",7,rec.motorcycles
,7,rec.motorcycles
"

          ^^

I think you mean late '60s.  The biggest change that Porsche undertook to
alter the tailhappieness of their baby was way back in August 1968 (for the
'69 model year) when they stretched the wheelbase.  Besides, some people
actually _KNOW_ how to take advantage of oversteer, and enjoy it.

                                                   ^^^^^

               ^^^^ ^^^^

You should have seen what Phil Hill (_*WORLD CHAMPION*_) had to say about
the Vette's he's driven. 

         ^^^^^ ^^^^ ^^^

Yeah, that was what he said.  :-)

Paul Frere agreed.  They both prefered the Porsche (modified by Ruf) to
either of the Vette's at that test. 

",7,rec.motorcycles
"Yes, there is:  consumer confusion.  In the early 80's with the
fuel crisis, etc., everyone wanted better fuel mileage.  Diesel fuel
was the cheapest fuel available and usually provides better mileage
than comparable gasoline engines.  So, GM decided to conver their
350 gas engine into a diesel engine (I think was a 5.7 liter).  Big
mistake.  The engine was not redesigned, but converted.  The engine
could not handle the higher compression, etc.  Lots of problems with
these cars.  This thew up a big red flag to the casual observer --
DON""T BUY A DIESEL.  THEY ARE BAD.  This was a gross generalization.

Ask yourself this question -- if your livelihood depended on driving,
LOTS of it, would you use a dependable or undependable (but cheaper
in the short run) vehicle?  What do Greyhound busses have in them?
Trailer Trucks?  Even Train Locomotives?  Are these gasoline engines?
No, they are diesel.  Tractor trailer truck manufacturers provide a
500,000 mile warrantee with they vehicles.

I own an `82 Diesel Suburban.  The 6.2L diesel is a GREAT engine.
Just keeps going.  It was more expensive (when new) than the gasoline
engine vehicle was.  The only problem with diesel engines is that 
when they need to be rebuilt, they are expensive.  In a gas 350
engine, you will pay about $1000 for a rebuild.  Diesel 6.2L is about
$2000.  But then again, the diesel engine lasts about twice as long
and gets about 50% better mileage.  A carburator for a gasoline engine
costs about $100 to rebuild (or less).  A rebuild of the fuel injection
pump on a diesel will cost about $500 (or more).  But then again,
you never need a tune-up.

If you're looking at a rebuilt 6.2L, I'd say you got a great deal.
Check to see if the fuel injection pump was rebuilt also.",7,rec.motorcycles
"

If everything I've read is correct, Ford is doing nothing but ""re-
skinning"" the existing Mustang, with MINOR suspension modifications.
And the pictures I've seen indicate they didn't do a very good job
of it.  

The ""new"" mustang, is nothing but a re-cycle of a 20 year old car.",7,rec.motorcycles
"The European version is called 200 SX and have a 1.8 liter engine with
turbo and have more power than the US version ( 169 HP ); it goes from
0 to 100 Km/h in 7.5 sec and have a top speed of 225 Km/h ( 140 miles/h ).
I just purchased one ( new ) and I am looking for a repair book. I could
not find one in FRANCE and GERMANY; does anybody knows where to find one ?
Is there one in the UK ?
Probabaly no use to look in the US as the 240 SX have here a different motor.
I am very pleased with the car and have no problem with it; but like to have
good technical documentation about the car I own.",7,rec.motorcycles
"
There was a Volvo owner that had $3000 dollars worth of improvements to the 
looks of the car by hail :).
",7,rec.motorcycles
"
""traction control"" as far as the optional feature that one buys with
cars is not the same thing at all as a torque sensing differential.

a torque sensing differential is a type of LSD, but not all LSD's
are torque sensing.  viscous coupled differentials (as opposed to
viscous couplings) are rotational sensing, not torque sensing.
for that matter, so are ""traction control"" systems that use ABS
sensors and pulse braking.

then there are the older posi-tracs and whatever which i am not
familiar with the workings.
",7,rec.motorcycles
"I think this is getting a little overheated.  Highway robbers have been a
part of life since the Middle Ages at least.  It's human nature to look
at history through rose colored glasses, but random acts of violence have
been a ceaseless part of our heritage.  Overall, life is better now than it
ever was then.  It's just that random individual acts of violence have
never
been historically significant, and record keeping in the past was never
good
enough to retain them all.  ",7,rec.motorcycles
"Probably the most famous V16 is the one Cadillac made from about 1925  
to 1935.  They had to scale down then because the Great Depression really put  
the crimp on luxury cars.  It had 452 cubic inches with over two hundred horse  
power.  ""They don't make them like they used to.""  
	There were others though.  Packard had one until about 1930 whe it down  
sized to their legendary Twin-Six, their mainstay for the next twenty years.   
Lincoln and Pierce Arrow might have also had one but I am not two sure.
	Most luxury and semi-luxury cars of this era at least experimented with  
V16 if they did not actually produce them.  There was actually a ""cylinder war""  
among the Big Three to see who could produce the biggest engine.

Big M",7,rec.motorcycles
"Sayeth ""Joseph D. Mazza"" <mazz+@andrew.cmu.edu>:
$I waxed my car a few months ago with a liquid wax and now have whiteish
$smears where I inadvertantly got some wax on the black plastic molding. 
$I've tried repeatedly to remove the smears with no luck.  I'm on the
$verge of replacing the molding altogether (it's a nice car).

   Armor All removes Raindance wax on my Mazda Protege's black
plastic bumpers.  Your mileage may vary.

   Given this observation, one would be well advised to take care not to
get any of this (or, probably, similar protectants such as Son of a Gun)
on one's paint ...",7,rec.motorcycles
"It's been a while since I've reviewed a car but today I paid a visit
to an old friend whose love for Audis has been so overwhelming that he
makes a not too sucessful living selling them.

Without further delay, I will get to the 1993 Audi S4:


1) Servotronic steering:

[For those who are not familiar with what Servotronic is, it is the
name for the speed variable power steering manufactured by ZF and
used in Audis and BMWs.]

I have been outspoken in my damming of Servotronic over the past
couple of months, and this was based on magazine reviews and drives of
the Audi 90 CS quattro and the Audi 100CS fwd.  I am quite happy to
report now that on the S4, the Servotronic is *inoffensive*.  I
suppose that due to the fat gumball tires, the Servotronic has been
loaded up more and this, so far has been the best implementation that
I have tried.  It is far from perfect, mind you, and I'd be much
happier if it was an option that I could refuse, but on the S4, I no
longer consider this to be bad enough where I feel the entire car is
ruined.

The steering is still a tad too light, but it is accurate and I
suppose the stiffly sprung chassis sends back so much information that
some makes it through to the driver's hands.  So there is feel and
there is accuracy in the S4's steering.  But there is also room for
improvement.  I consider the S4's steering to be better than the
Japanese competition, primarily because the Japanese do not believe in
""feel"" and engineer it out completely.


2) Engine

Wheee! What a pressure cooker.  With just 110 miles on the clock I did
not expect the S4 to be producing anywhere close to what it will be
putting out 10000 miles later, but still, the car packs a terrific
punch.  For a turbocharged machine, it is very unusual in that it
encourages lazy driving.  i.e. low revs, high gear.  It is so
supremely flexible that one could hardly believe that there's only 2.2
liters of displacement to move this 3700 pound car around in such a
fashion.  With maximum torque available at 1950 rpm and a 7200 rpm
redline, the car can pretty much be left in third all day.. which
translates to a speed range of something like 20-100 mph.  A
chracteristic that one normally associates with large capacity V8s.
The technical achievement is breadthtaking.

Throttle response is right up there with a good atmospheric engine. In
fact, it would even put peaky multivalve engines to shame. Downshifts
are almost unnecessary.  It is more fun to use the ""overboost"" feature
than to rev the engine.  For those not familiar, the S4 engine features
up to 15 seconds of additional turbo boost for passing.  Sort of like
lighting up the after burners in a jet fighter, one could, with the
right foot only, in third gear, blast the car from 30 to 80 in just a
few moments.. simply by flooring the gas.  As far as the numbers go,
maximum torque available in overboost mode shoots up to about 270 lb
ft.. incredible for a 2.2 liter.  It takes a few moments for it to
develop overboost but it is well worth waiting for.  Since this is quite
a heavy car, one's body parts are not flung around like say, the Corrado
VR6.  The acceleration is smooth and strong, somewhat similar to riding
in a jetliner as it accelerates down the runway on takeoff.  Also, one
is treated to a very distinctive and entertaining whistle from the
turbo.. the only entertaining sound to come out of a very
refined but bland sounding 5 banger..

Yes, Audi has refined the 5 to the point where at 7200 rpm it sounds as
serene as it does at 2000.  The smoothness is outstanding, but not quite
up to the standards of a very good 6, e.g. a 12 valve BMW.  I'd say that
in terms of refinement, i.e. willingness to rev, smoothness, lack of
harshness under full acceleration it is better than many V6s.  However,
lost in the refinement process is the characteristic 5 cylinder bark
that made the older engines so characterful, if not terribly refined.
The 20 valve turbo 5 sounds pretty bland except for the whistle under
full boost.  Subjectively, I'd rate the VW VR6 engine as being far more
musical than the turbo 5.. Also, Audi's own V8 is also far more musical,
with a rorty race car growl when pressed,  though none of these can
match its grunt.

The only hint of the engine's true capacity occurs when one is taking
off from rest after the turbo has come to a near stop.  With the extra
inertia from the permanently engaged 4wd system, one has to be somewhat
delicate in feeding in the clutch to prevent an embarassing stall. 
Alternately one could use more revs.. In both cases a very small price
to pay for such a fantastic engine.  I think that Audi of America should
offer an automatic option for this car, just as they offer (though in
extremely small numbers) a 5 speed for the much peakier V8.  The
characteristics of the engine are perfect for an automatic.  Ironically,
in europe a slush is available but none is offered for the land of the
slush.  Marketing twits rearing their ugly heads again...


3) Chassis

I've noticed that Audis tend to have very wide wheels and relatively
modest tire widths.  The car comes with Firestones of size 225/50 ZR16..
which is not uncommon at all.  However, the very attractive 5 spoke
wheels are no less than 8 inches wide, so there is no sidewall bulge
whatsoever.  Combined with the flared wheel arches, the S4 has a mouth
watering macho, yet subdued look. 

On rough concrete, it becomes immediately clear that the new 100 body
style has made significant advances in structural rigidity as well as
road noise suppression.. I suppose the two are inter-related, but I
digress.  To use a cliche, the S4's body feels like it has been carved
out of stone.  Flex is totally undetectable, even when going over rough
roads.  With a super rigid body like this stiff springs and stiff dampers
do not cause excessive harshness and while the S4's ride quality will
never worry a Lexus, it will also not draw comparisons to trucks or
pony cars.

The servotronic steering has already been mentioned.  I consider it to
be inoffensive because it did not inhibit spirited cornering.  I  was
able to test the car's cornering powers without too much trepidation. I
think a new concept is at work in this car.  With its fat gumball tires,
talking about understeer or oversteer is practically meaningless.  On a
banked highway on ramp, I went in slow and started applying power as I
went around.  I could feel the g forces build to the point where the
skin on my face was being tugged sideways.  Yet the car was totally and
completely obedient to throttle and steering inputs.. It felt that the
limits were not even close to being approached.  The g forces were
thrilling, but the entire affair of going around a curve is strangely
uninvolving.  You tell the car what you want and it does it.  End of
story.  I think that I am starting to relate more and more to those
reviewers who were highly impressed by the Honda NSX's clinical
efficiency but were unable to fall in love with the car.

The brakes have a very good firmness to them and stop the car pretty
well too, though I've read that they are prone to fade.  I am not too
surprised, since the S4 does not have uprated brakes over the base Audi
100 fwd. Harder pads would help, but that in turn would lead to a more
wooden response when cold.  I am starting to see a trend among the
luxury/sports sedan makers where extra weight is not being offset by
additional braking capacity.  The LS400's fade performance is nothing to
brag about; neither is the Q45's or the Legend's.  Brake fade these days
seem to be a forgotten virtue when everybody's attention is focused on
anti-lock capability.


4) Comfort

For a car with such sporty abilities, its comfort levels are also
excellent.  The cabin is beautifully appointed, with carbon-fiber panel
inserts in place of the wood trim of the '92 S4.  All the expected
gizmos are there.. heated seats, power seats, seat memory, power this
and that.  The glaring ommision was the trip computer, which was removed
because Audi hasn't gotten it to work reliably yet.. That means that the
car has no boost gauge.  A real disappointment taking into account how
much the turbo dominates its performance.  

Unusual for the germans, the S4 comes with a Honda style moonroof, as
well as the very intelligent dial-a-sunroof-position rotary switch.

Noise levels, including engine and tire noise is so low that I wouldn't
consider the Lexus' advantage in this area to be significant enough
to sway a potential buyer.


5) Conclusion

Even though few will be able to afford an Audi S4 at its sticker price
of $48K, the car is a bargain if one takes into account what it has to
offer over the competition.  The 20 valve turbo 5 is a real gem, even if
it doesn't produce Ferrari sounds.  No other luxury/sports sedan maker
offers the utter security of quattro all wheel drive, which to some is
worth the extra money all by itself.  The safety features are also 
top notch.. 1994 side impact standard compliant, the very elegant 
automatic seat belt tensioners and the dual airbags.  The 100 series
Audis have been outstanding in government crash tests.  It gets my
thumbs up for being so overwhelmingly capable rather than being
all out exciting and intoxicating.
",7,rec.motorcycles
"Hello again, another question.  :)

I just got my hands on 2 quarts of ReadLine Gear Oil (at $7 a quart)
now I need to know how to throw it into my car.

I own an 89 NIssan Maxima Se, any Ideas?
Can I mix the Oil in there with this stuff, or should I drain first, then
	only use this stuff.
If you know where (if there is one) the drain plug on the manual transmission
	on the Maxima is, I would really appreciate any comments.
Also have any of you Maxima owners, thied this stuff in your cars?",7,rec.motorcycles
"--

In 1972, they lowered the engine compression so that it would run on
regular gas (not to mention the addition of emission controls).  The '72 
also added pop-out rear quarter windows...

Alot of parts are available for the GT from C & R Small Cars in CT and
used from Bill Daley's Opel Parts in MA....


----------------------------------------------------------------------------
Matthew R. Singer                                    MIT Lincoln Laboratory
(617) 981-3771                                       244 Wood Street
singer@ll.mit.edu                                    Lexington, MA 02173",7,rec.motorcycles
